,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
(GCCTAA)n,93.7489402939784,0.3436652849657,0.362264304017966,0.948658979518601,0.342794083432688,0.999794118537047
(GGA)n,57.53551594502,0.345193946366411,0.453222045774847,0.761644208582688,0.446272381975932,0.999794118537047
(GGAGAA)n,0.688963140243023,-0.363960238716312,2.81105087303226,-0.129474796136902,0.896981966839845,0.999794118537047
(GGATG)n,8.38168615692974,-0.0413094948873487,0.973253354749054,-0.0424447495462269,0.966144155492619,0.999794118537047
(TA)n,30.2101135232375,-0.346207732444593,0.519618272608664,-0.666273206110537,0.505236488439478,0.999794118537047
(TAA)n,14.7808788209039,0.0273478848759149,0.578762325287731,0.0472523584915776,0.962312098052414,0.999794118537047
(TAAA)n,0.798732128663306,-1.30611488199495,2.30550321978005,-0.566520519593789,0.571039987929421,0.999794118537047
(TAGA)n,0.412706348050158,-1.89860563861304,2.55307705583982,-0.743653872205006,0.457085902569127,0.999794118537047
(TAGG)n,24.017919683672,-0.797227314410907,0.862376244090879,-0.924454169364728,0.355249902633455,0.999794118537047
(TATAA)n,1.50651111081114,-0.800427194383142,2.07943201203592,-0.384925878677546,0.700292332020026,0.999794118537047
(TATATG)n,0.671204793590798,0.100169259820811,2.18614963754498,0.0458199466772552,0.963453760357105,0.999794118537047
(TATG)n,3.11935164628947,-0.401812771344879,1.50010960579653,-0.267855608545034,0.788810464665444,0.999794118537047
(TC)n,311.72976134314,0.367260963155096,0.524609600084859,0.700065273482774,0.483886541573957,0.999794118537047
(TCC)n,105.781496611933,0.000213667659745404,0.828059615066145,0.000258034150993267,0.999794118537047,0.999794118537047
(TCCA)n,21.2332907712786,0.424485804448261,0.859533722345633,0.493855905141052,0.621407947724248,0.999794118537047
(TCCG)n,1.2217032710971,-1.60078597540323,1.78093371200204,-0.898846467229655,0.368734445435297,0.999794118537047
(TCG)n,9.17411732910034,-0.00775782430069995,0.945668215642065,-0.00820353710992893,0.993454597811532,0.999794118537047
(TCGTG)n,0.318945322505194,-1.56524434723771,3.00474999435617,-0.520923321466914,0.602420188415252,0.999794118537047
(TCTA)n,0.259525165625802,-0.93835422216928,2.94410748224747,-0.318722814240789,0.749936712945925,0.999794118537047
(TCTCTG)n,1.14761495049229,2.50905105371587,2.51026881139734,0.99951488953058,0.317545329869922,0.999794118537047
(TG)n,186.065484402313,0.13409258835145,0.349194721995363,0.384005197974416,0.700974594896765,0.999794118537047
(TGAA)n,0.479116291509794,-1.2850679069733,2.17687810334706,-0.590326075216358,0.554972061104877,0.999794118537047
(TGAG)n,8.57833128914734,0.790671079132354,1.27954442645174,0.617931712871382,0.536620353313448,0.999794118537047
(TGG)n,419.082994057882,0.306172536145824,0.478464815893591,0.639906062003765,0.522233672616965,0.999794118537047
(TGGA)n,6.94405299251951,0.279137286790463,0.947703643517696,0.294540691807788,0.768344774094749,0.999794118537047
(TTA)n,15.419087280691,-0.590367589326776,0.503947097286054,-1.17148723051711,0.241402987632534,0.999794118537047
(TTAA)n,0.209810979130396,2.64972053351643,3.03880672914871,0.871960861511821,0.383229729436387,0.999794118537047
(TTAAG)n,0.202539549800903,2.63240318868681,3.03897611462888,0.866213846175057,0.386372901635637,0.999794118537047
(TTC)n,147.592174356696,0.0481112513328916,0.440230855405918,0.109286413576191,0.912975322442776,0.999794118537047
(TTCA)n,2.1757717279482,0.687225320848105,1.35039411388469,0.508907224773927,0.610817255590785,0.999794118537047
(TTCG)n,0.24015145509973,-0.552675964294824,3.01226092643908,-0.183475461718439,0.854424970662785,0.999794118537047
(TTCTCC)n,3.25175930352215,0.379930958262886,1.30431158942694,0.291288493748501,0.770830686752459,0.999794118537047
(TTG)n,409.276500274491,0.19029922249162,0.454179103797042,0.418995988368191,0.675219064182574,0.999794118537047
(TTGG)n,407.517579926157,-0.105153349005068,0.564081993979439,-0.186415007263822,0.85211932460453,0.999794118537047
(TTGGGG)n,1.99459040742184,0.944912504263726,1.70508803255224,0.55417226924603,0.579460954605841,0.999794118537047
(TTTAA)n,0.689920292326974,0.568003271249681,2.41032104438363,0.235654612307022,0.813700692134512,0.999794118537047
(TTTTA)n,0.485807912556323,-1.3010250935683,2.907770699467,-0.447430429712626,0.654564308890973,0.999794118537047
(TTTTC)n,4.75370458583587,-0.347125558117865,1.24337725678575,-0.279179594305287,0.780107002690348,0.999794118537047
(TTTTTA)n,1.58073265241842,0.171936532488783,2.4175210591674,0.0711210071311637,0.943301449231641,0.999794118537047
(TTTTTG)n,1.89992545419593,1.72343918037115,1.66100073488592,1.03759085963892,0.299460575100349,0.999794118537047
A-rich,314.011276396276,0.161933798891922,0.268184500802876,0.60381490506399,0.545966708738292,0.999794118537047
CELE1,161.429292622619,-0.0159129724364405,0.232816200085602,-0.0683499362612639,0.945507073650742,0.999794118537047
CELE12B,6.16837171938823,0.733063961241944,0.850350894005249,0.862072312041833,0.388647726617851,0.999794118537047
CELE14A,66.5063521062662,-0.00252764412956083,0.416280579251251,-0.00607197225992913,0.995155296849968,0.999794118537047
CELE14B,342.233882687077,0.0492640458890816,0.274436947721279,0.1795095241298,0.85753763962218,0.999794118537047
CELE4,87.0604219776946,0.359188442861489,0.347921858574994,1.0323825135122,0.301892960375011,0.999794118537047
CELE42,180.257586952194,0.11294279473033,0.383565641673955,0.294454931462125,0.768410297073022,0.999794118537047
CELE46A,165.067685448131,0.22977646958426,0.298896838759208,0.768748410114062,0.442042680346302,0.999794118537047
CELE46B,98.7186556408622,0.233740167295744,0.29809958260548,0.784100954629942,0.432980875324908,0.999794118537047
CELE6,19.3584709437807,0.636400140862618,0.703612244960953,0.904475647517952,0.36574324166932,0.999794118537047
CELE7,71.1329259191654,0.0857838134097156,0.440480316191446,0.194750617125037,0.845588183764742,0.999794118537047
CELETC2,30.5738773212389,-0.314300271551299,0.667937924133379,-0.470553116083489,0.637959894800819,0.999794118537047
